Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Actin-Mediated Cell Contraction (GO:0070252)	1/9	1.208689e-02	4.641364e-02	0	0	9.598558e+01	4.238372e+02	MYL11
GO_Biological_Process_2023	Regulation Of Actin Filament Length (GO:0030832)	1/9	1.208689e-02	4.641364e-02	0	0	9.598558e+01	4.238372e+02	NEB
GO_Biological_Process_2023	Dopamine Transport (GO:0015872)	1/9	1.208689e-02	4.641364e-02	0	0	9.598558e+01	4.238372e+02	TGM2
GO_Biological_Process_2023	Signal Release (GO:0023061)	1/10	1.342116e-02	5.052673e-02	0	0	8.531624e+01	3.677917e+02	TGM2
GO_Biological_Process_2023	Regulation Of Muscle System Process (GO:0090257)	1/11	1.475370e-02	5.245761e-02	0	0	7.678077e+01	3.237278e+02	TNNC2
GO_Biological_Process_2023	Negative Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070885)	1/11	1.475370e-02	5.245761e-02	0	0	7.678077e+01	3.237278e+02	RCAN1
GO_Biological_Process_2023	Negative Regulation Of Calcineurin-Mediated Signaling (GO:0106057)	1/11	1.475370e-02	5.245761e-02	0	0	7.678077e+01	3.237278e+02	RCAN1
GO_Biological_Process_2023	Skeletal System Development (GO:0001501)	2/149	1.712971e-02	5.979827e-02	0	0	1.078966e+01	4.388091e+01	NPR3;TGM2
GO_Biological_Process_2023	Cellular Response To Organic Cyclic Compound (GO:0071407)	2/152	1.778474e-02	6.097626e-02	0	0	1.057227e+01	4.260004e+01	AQP1;TGM2
GO_Biological_Process_2023	Renal Water Homeostasis (GO:0003091)	1/14	1.874094e-02	6.098745e-02	0	0	5.905325e+01	2.348575e+02	AQP1
GO_Biological_Process_2023	Response To Muscle Stretch (GO:0035994)	1/14	1.874094e-02	6.098745e-02	0	0	5.905325e+01	2.348575e+02	TTN
GO_Biological_Process_2023	Smooth Muscle Contraction (GO:0006939)	1/14	1.874094e-02	6.098745e-02	0	0	5.905325e+01	2.348575e+02	MYH11
GO_Biological_Process_2023	Positive Regulation Of Secretion (GO:0051047)	1/15	2.006656e-02	6.142007e-02	0	0	5.483242e+01	2.143235e+02	AQP1
GO_Biological_Process_2023	Mitotic Chromosome Condensation (GO:0007076)	1/15	2.006656e-02	6.142007e-02	0	0	5.483242e+01	2.143235e+02	TTN
GO_Biological_Process_2023	Negative Regulation Of ATP-dependent Activity (GO:0032780)	1/16	2.139046e-02	6.142007e-02	0	0	5.117436e+01	1.967557e+02	TNNT2
GO_Biological_Process_2023	Protein Kinase A Signaling (GO:0010737)	1/16	2.139046e-02	6.142007e-02	0	0	5.117436e+01	1.967557e+02	TTN
GO_Biological_Process_2023	Regulation Of Osteoblast Proliferation (GO:0033688)	1/16	2.139046e-02	6.142007e-02	0	0	5.117436e+01	1.967557e+02	NPR3
GO_Biological_Process_2023	Extracellular Matrix Assembly (GO:0085029)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	MYH11
GO_Biological_Process_2023	Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	TGM2
GO_Biological_Process_2023	Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	CNN1
GO_Biological_Process_2023	Cellular Response To Alkaloid (GO:0071312)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	TGM2
GO_Biological_Process_2023	Cellular Response To Glucocorticoid Stimulus (GO:0071385)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	AQP1
GO_Biological_Process_2023	Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	NPR3
GO_Biological_Process_2023	cGMP-mediated Signaling (GO:0019934)	1/17	2.271263e-02	6.142007e-02	0	0	4.797356e+01	1.815720e+02	AQP1
GO_Biological_Process_2023	Detection Of Mechanical Stimulus (GO:0050982)	1/18	2.403309e-02	6.321031e-02	0	0	4.514932e+01	1.683313e+02	TTN
GO_Biological_Process_2023	Cellular Response To Inorganic Substance (GO:0071241)	1/18	2.403309e-02	6.321031e-02	0	0	4.514932e+01	1.683313e+02	AQP1
GO_Biological_Process_2023	Multicellular Organismal-Level Water Homeostasis (GO:0050891)	1/19	2.535182e-02	6.321494e-02	0	0	4.263889e+01	1.566938e+02	AQP1
GO_Biological_Process_2023	Positive Regulation Of Activated T Cell Proliferation (GO:0042104)	1/19	2.535182e-02	6.321494e-02	0	0	4.263889e+01	1.566938e+02	IGFBP2
GO_Biological_Process_2023	Cellular Response To Catecholamine Stimulus (GO:0071870)	1/19	2.535182e-02	6.321494e-02	0	0	4.263889e+01	1.566938e+02	TGM2
GO_Biological_Process_2023	Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043567)	1/19	2.535182e-02	6.321494e-02	0	0	4.263889e+01	1.566938e+02	IGFBP2
GO_Biological_Process_2023	Regulation Of Smooth Muscle Contraction (GO:0006940)	1/20	2.666885e-02	6.400523e-02	0	0	4.039271e+01	1.463937e+02	CNN1
GO_Biological_Process_2023	Cellular Response To Copper Ion (GO:0071280)	1/20	2.666885e-02	6.400523e-02	0	0	4.039271e+01	1.463937e+02	AQP1
GO_Biological_Process_2023	Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	1/20	2.666885e-02	6.400523e-02	0	0	4.039271e+01	1.463937e+02	TGM2
GO_Biological_Process_2023	Mitochondrial Calcium Ion Homeostasis (GO:0051560)	1/21	2.798415e-02	6.633281e-02	0	0	3.837115e+01	1.372197e+02	TGM2
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	2/205	3.102102e-02	7.263459e-02	0	0	7.791133e+00	2.705931e+01	SERPINF1;AQP1
GO_Biological_Process_2023	Response To Copper Ion (GO:0046688)	1/24	3.191982e-02	7.383861e-02	0	0	3.336120e+01	1.149136e+02	AQP1
GO_Biological_Process_2023	Positive Regulation Of Monooxygenase Activity (GO:0032770)	1/26	3.453506e-02	7.893728e-02	0	0	3.068923e+01	1.032932e+02	NPR3
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	1/27	3.584013e-02	8.095653e-02	0	0	2.950740e+01	9.822089e+01	TGM2
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	1/28	3.714350e-02	8.104037e-02	0	0	2.841311e+01	9.356340e+01	TGM2
GO_Biological_Process_2023	Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	1/28	3.714350e-02	8.104037e-02	0	0	2.841311e+01	9.356340e+01	NPR3
GO_Biological_Process_2023	Positive Regulation Of Fibroblast Proliferation (GO:0048146)	1/28	3.714350e-02	8.104037e-02	0	0	2.841311e+01	9.356340e+01	AQP1
GO_Biological_Process_2023	Cellular Response To cAMP (GO:0071320)	1/31	4.104345e-02	8.854317e-02	0	0	2.556795e+01	8.164163e+01	AQP1
GO_Biological_Process_2023	Chromosome Condensation (GO:0030261)	1/32	4.234004e-02	8.933284e-02	0	0	2.474194e+01	7.823454e+01	TTN
GO_Biological_Process_2023	Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205)	1/32	4.234004e-02	8.933284e-02	0	0	2.474194e+01	7.823454e+01	MYH7
GO_Biological_Process_2023	Regulation Of Activated T Cell Proliferation (GO:0046006)	1/33	4.363495e-02	8.985635e-02	0	0	2.396755e+01	7.506389e+01	IGFBP2
GO_Biological_Process_2023	ATP Metabolic Process (GO:0046034)	1/34	4.492818e-02	8.985635e-02	0	0	2.324009e+01	7.210681e+01	MYH7
GO_Biological_Process_2023	Cellular Response To Hydrogen Peroxide (GO:0070301)	1/34	4.492818e-02	8.985635e-02	0	0	2.324009e+01	7.210681e+01	AQP1
GO_Biological_Process_2023	Regulation Of Blood Circulation (GO:1903522)	1/34	4.492818e-02	8.985635e-02	0	0	2.324009e+01	7.210681e+01	TNNT2
GO_Biological_Process_2023	Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	1/34	4.492818e-02	8.985635e-02	0	0	2.324009e+01	7.210681e+01	RCAN1
GO_Biological_Process_2023	Skeletal Muscle Organ Development (GO:0060538)	1/35	4.621972e-02	9.148645e-02	0	0	2.255543e+01	6.934326e+01	MYL11
GO_Biological_Process_2023	Muscle Tissue Development (GO:0060537)	1/37	4.879775e-02	9.369168e-02	0	0	2.130021e+01	6.432816e+01	MYL11
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	4.879775e-02	9.369168e-02	0	0	2.130021e+01	6.432816e+01	CNN1
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	4.879775e-02	9.369168e-02	0	0	2.130021e+01	6.432816e+01	CNN1
GO_Biological_Process_2023	Response To cAMP (GO:0051591)	1/38	5.008425e-02	9.520966e-02	0	0	2.072349e+01	6.204715e+01	AQP1
GO_Biological_Process_2023	Odontogenesis (GO:0042476)	1/39	5.136908e-02	9.669473e-02	0	0	2.017713e+01	5.990021e+01	AQP1
GO_Biological_Process_2023	Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	1/40	5.265223e-02	9.814784e-02	0	0	1.965878e+01	5.787636e+01	AQP1
GO_Biological_Process_2023	Cellular Response To Retinoic Acid (GO:0071300)	1/41	5.393371e-02	9.956992e-02	0	0	1.916635e+01	5.596572e+01	AQP1
GO_Biological_Process_2023	Skeletal Muscle Tissue Development (GO:0007519)	1/42	5.521352e-02	1.009619e-01	0	0	1.869794e+01	5.415946e+01	MYL11
GO_Biological_Process_2023	Regulation Of Cellular Component Size (GO:0032535)	1/43	5.649166e-02	1.023245e-01	0	0	1.825183e+01	5.244960e+01	NEB
GO_Biological_Process_2023	Cellular Response To Ketone (GO:1901655)	1/44	5.776814e-02	1.026989e-01	0	0	1.782648e+01	5.082895e+01	AQP1
GO_Biological_Process_2023	Bone Development (GO:0060348)	1/44	5.776814e-02	1.026989e-01	0	0	1.782648e+01	5.082895e+01	TGM2
GO_Biological_Process_2023	Gene Expression (GO:0010467)	2/296	6.011951e-02	1.033990e-01	0	0	5.354830e+00	1.505468e+01	RPS4Y1;TGM2
GO_Biological_Process_2023	Response To Hydrogen Peroxide (GO:0042542)	1/46	6.031610e-02	1.033990e-01	0	0	1.703248e+01	4.782986e+01	AQP1
GO_Biological_Process_2023	Regulation Of Fibroblast Proliferation (GO:0048145)	1/46	6.031610e-02	1.033990e-01	0	0	1.703248e+01	4.782986e+01	AQP1
GO_Biological_Process_2023	Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)	1/46	6.031610e-02	1.033990e-01	0	0	1.703248e+01	4.782986e+01	NPR3
GO_Biological_Process_2023	Cellular Response To Mechanical Stimulus (GO:0071260)	1/48	6.285744e-02	1.068020e-01	0	0	1.630606e+01	4.511700e+01	AQP1
GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)	1/49	6.412562e-02	1.080010e-01	0	0	1.596554e+01	4.385594e+01	AQP1
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	2/316	6.742414e-02	1.124197e-01	0	0	5.008662e+00	1.350712e+01	CNN1;MYH11
GO_Biological_Process_2023	Cardiac Muscle Tissue Development (GO:0048738)	1/52	6.792026e-02	1.124197e-01	0	0	1.502413e+01	4.040622e+01	TTN
GO_Biological_Process_2023	Negative Regulation Of Metabolic Process (GO:0009892)	1/53	6.918185e-02	1.125671e-01	0	0	1.473447e+01	3.935601e+01	NPR3
GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)	1/53	6.918185e-02	1.125671e-01	0	0	1.473447e+01	3.935601e+01	AQP1
GO_Biological_Process_2023	Muscle Organ Development (GO:0007517)	1/58	7.546515e-02	1.207442e-01	0	0	1.343860e+01	3.472647e+01	NEB
GO_Biological_Process_2023	Regulation Of Phagocytosis (GO:0050764)	1/58	7.546515e-02	1.207442e-01	0	0	1.343860e+01	3.472647e+01	TGM2
GO_Biological_Process_2023	Heart Morphogenesis (GO:0003007)	1/59	7.671690e-02	1.217046e-01	0	0	1.320623e+01	3.390876e+01	TTN
GO_Biological_Process_2023	Response To Retinoic Acid (GO:0032526)	1/60	7.796702e-02	1.217046e-01	0	0	1.298175e+01	3.312253e+01	AQP1
GO_Biological_Process_2023	Negative Regulation Of Peptidase Activity (GO:0010466)	1/60	7.796702e-02	1.217046e-01	0	0	1.298175e+01	3.312253e+01	SERPINF1
GO_Biological_Process_2023	Positive Regulation Of T Cell Proliferation (GO:0042102)	1/65	8.419320e-02	1.303637e-01	0	0	1.196454e+01	2.960795e+01	IGFBP2
GO_Biological_Process_2023	Negative Regulation Of Endopeptidase Activity (GO:0010951)	1/66	8.543357e-02	1.311598e-01	0	0	1.177988e+01	2.897870e+01	SERPINF1
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)	2/364	8.607360e-02	1.311598e-01	0	0	4.333923e+00	1.062917e+01	ACTG2;TTN
GO_Biological_Process_2023	Regulation Of Endopeptidase Activity (GO:0052548)	1/69	8.914497e-02	1.326809e-01	0	0	1.125848e+01	2.721729e+01	SERPINF1
GO_Biological_Process_2023	Phagocytosis (GO:0006909)	1/69	8.914497e-02	1.326809e-01	0	0	1.125848e+01	2.721729e+01	TGM2
GO_Biological_Process_2023	Regulation Of Heart Contraction (GO:0008016)	1/69	8.914497e-02	1.326809e-01	0	0	1.125848e+01	2.721729e+01	TNNT2
GO_Biological_Process_2023	Positive Regulation Of Protein Transport (GO:0051222)	1/70	9.037888e-02	1.334827e-01	0	0	1.109476e+01	2.666897e+01	TTN
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	1/72	9.284187e-02	1.337898e-01	0	0	1.078115e+01	2.562525e+01	AQP1
GO_Biological_Process_2023	Second-Messenger-Mediated Signaling (GO:0019932)	1/72	9.284187e-02	1.337898e-01	0	0	1.078115e+01	2.562525e+01	RCAN1
GO_Biological_Process_2023	Positive Regulation Of Secretion By Cell (GO:1903532)	1/73	9.407096e-02	1.337898e-01	0	0	1.063088e+01	2.512826e+01	TTN
GO_Biological_Process_2023	Cellular Response To Decreased Oxygen Levels (GO:0036294)	1/73	9.407096e-02	1.337898e-01	0	0	1.063088e+01	2.512826e+01	AQP1
GO_Biological_Process_2023	Cellular Response To Reactive Oxygen Species (GO:0034614)	1/73	9.407096e-02	1.337898e-01	0	0	1.063088e+01	2.512826e+01	AQP1
GO_Biological_Process_2023	Defense Response To Gram-negative Bacterium (GO:0050829)	1/75	9.652432e-02	1.362696e-01	0	0	1.034252e+01	2.418039e+01	AQP1
GO_Biological_Process_2023	Positive Regulation Of Protein Secretion (GO:0050714)	1/76	9.774860e-02	1.369907e-01	0	0	1.020410e+01	2.372818e+01	TTN
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	1/77	9.897129e-02	1.376992e-01	0	0	1.006933e+01	2.328961e+01	SERPINF1
GO_Biological_Process_2023	Cellular Response To UV (GO:0034644)	1/79	1.014119e-01	1.400797e-01	0	0	9.810158e+00	2.245119e+01	AQP1
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	2/406	1.035287e-01	1.419822e-01	0	0	3.875050e+00	8.788251e+00	AQP1;TGM2
GO_Biological_Process_2023	Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)	1/83	1.062739e-01	1.439278e-01	0	0	9.329737e+00	2.091480e+01	TGM2
GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	1/84	1.074855e-01	1.439278e-01	0	0	9.216867e+00	2.055729e+01	AQP1
GO_Biological_Process_2023	Purine Ribonucleotide Metabolic Process (GO:0009150)	1/84	1.074855e-01	1.439278e-01	0	0	9.216867e+00	2.055729e+01	MYH7
GO_Biological_Process_2023	Calcium-Mediated Signaling (GO:0019722)	1/85	1.086955e-01	1.439278e-01	0	0	9.106685e+00	2.020960e+01	RCAN1
GO_Biological_Process_2023	Regulation Of Kinase Activity (GO:0043549)	1/85	1.086955e-01	1.439278e-01	0	0	9.106685e+00	2.020960e+01	TTN
GO_Biological_Process_2023	Negative Regulation Of Angiogenesis (GO:0016525)	1/86	1.099039e-01	1.445311e-01	0	0	8.999095e+00	1.987134e+01	SERPINF1
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion (GO:0045785)	1/88	1.123159e-01	1.466984e-01	0	0	8.791335e+00	1.922172e+01	TGM2
GO_Biological_Process_2023	Regulation Of Actin Cytoskeleton Organization (GO:0032956)	1/91	1.159222e-01	1.503856e-01	0	0	8.497009e+00	1.830966e+01	NEB
GO_Biological_Process_2023	Response To UV (GO:0009411)	1/100	1.266566e-01	1.632086e-01	0	0	7.721057e+00	1.595383e+01	AQP1
GO_Biological_Process_2023	Regulation Of Protein Secretion (GO:0050708)	1/102	1.290250e-01	1.651520e-01	0	0	7.567403e+00	1.549614e+01	TTN
GO_Biological_Process_2023	Positive Regulation Of Vasculature Development (GO:1904018)	1/104	1.313871e-01	1.670618e-01	0	0	7.419716e+00	1.505911e+01	AQP1
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	1/105	1.325659e-01	1.674516e-01	0	0	7.348003e+00	1.484793e+01	AQP1
GO_Biological_Process_2023	Positive Regulation Of Gene Expression (GO:0010628)	2/480	1.363754e-01	1.711362e-01	0	0	3.262762e+00	6.500543e+00	ACTG2;TTN
GO_Biological_Process_2023	Cellular Response To Salt (GO:1902075)	1/109	1.372655e-01	1.711362e-01	0	0	7.074430e+00	1.404867e+01	TGM2
GO_Biological_Process_2023	Mitotic Sister Chromatid Segregation (GO:0000070)	1/111	1.396061e-01	1.729314e-01	0	0	6.945105e+00	1.367443e+01	TTN
GO_Biological_Process_2023	Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	1/114	1.431056e-01	1.761299e-01	0	0	6.759700e+00	1.314202e+01	IGFBP2
GO_Biological_Process_2023	Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	1/118	1.477502e-01	1.798129e-01	0	0	6.527285e+00	1.248168e+01	TGM2
GO_Biological_Process_2023	Regulation Of Protein Kinase Activity (GO:0045859)	1/119	1.489076e-01	1.798129e-01	0	0	6.471643e+00	1.232479e+01	TTN
GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	1/119	1.489076e-01	1.798129e-01	0	0	6.471643e+00	1.232479e+01	AQP1
GO_Biological_Process_2023	Potassium Ion Transport (GO:0006813)	1/122	1.523706e-01	1.828447e-01	0	0	6.310235e+00	1.187233e+01	AQP1
GO_Biological_Process_2023	Cellular Response To Metal Ion (GO:0071248)	1/135	1.672208e-01	1.994186e-01	0	0	5.694317e+00	1.018394e+01	AQP1
GO_Biological_Process_2023	Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	1/140	1.728655e-01	2.048776e-01	0	0	5.488102e+00	9.632944e+00	IGFBP2
